semester,loss,accuracy,precision,recall,f1_score,training_duration_seconds,model_path
14,0.1626,0.9419,0.9427,0.9417,0.9419,55.36,model_ptn_smote\parallel\process\dnn_sem_14.keras
3,0.2074,0.9443,0.9418,0.9408,0.9412,146.0,model_ptn_smote\parallel\process\dnn_sem_3.keras
13,0.1208,0.9657,0.9656,0.9651,0.9651,244.59,model_ptn_smote\parallel\process\dnn_sem_13.keras
