,0,1,2,3,4,5,6,7,8
1,0.5496894409937888,0.7169811320754716,0.0,0.0,0.0,0.025806451612903226,0.0058997050147492625,0.6595870206489676,0.7436175991309071
2,0.541875,0.759144237405107,0.0,0.0,0.0,0.007194244604316547,0.10487444608567208,0.7143299288146084,0.7071583514099783
3,0.5403525046382189,0.7707979626485568,0.0,0.03333333333333333,0.0,0.015463917525773196,0.15566502463054188,0.7334796926454445,0.7283865002311605
4,0.5576631259484067,0.7937440758293839,0.0,0.07142857142857142,0.0,0.0163265306122449,0.1940959409594096,0.7521956259686585,0.7296324365289882
5,0.5885433715220949,0.8060421018801222,0.0,0.08461538461538462,0.013201320132013201,0.06076388888888889,0.23990355635925256,0.761925601750547,0.7308772509499422
6,0.5758823529411765,0.8198198198198198,0.0,0.0958904109589041,0.04120879120879121,0.0502283105022831,0.27018943170488535,0.7817124067282155,0.7303120356612184
7,0.5854183481302125,0.8262706598732447,0.0,0.08227848101265822,0.07328605200945626,0.06786703601108034,0.27320261437908494,0.7844690966719493,0.7304359785449044
8,0.5844645550527904,0.8364432158488827,0.0,0.08641975308641975,0.08264462809917356,0.05844155844155844,0.3200304066894717,0.7916232548447594,0.7363695510735199
9,0.6073809523809524,0.836558396682792,0.0,0.09876543209876543,0.11753731343283583,0.05317769130998703,0.3605135322692575,0.7851119208745445,0.7387398627573301
10,0.5847671484285386,0.8336788758350611,0.0,0.15432098765432098,0.11764705882352941,0.07392996108949416,0.37937806873977087,0.7862571577303488,0.7354146576663452
11,0.6072224699063754,0.8321815249942409,0.0,0.07407407407407407,0.13468013468013468,0.06355382619974059,0.3865763149403033,0.7891723060905779,0.7440084586466166
12,0.5985592665356909,0.8335636950011518,0.0,0.11728395061728394,0.15901639344262294,0.05569948186528497,0.3853503184713376,0.7837584591358667,0.738854970625504
13,0.6151040549238361,0.8302234508177839,0.0,0.07407407407407407,0.1596774193548387,0.06217616580310881,0.3998100664767331,0.7855283706402915,0.7364956876985929
14,0.6134525329927629,0.8281501958074177,0.0,0.08024691358024691,0.14217252396166133,0.06606217616580311,0.39041311888994007,0.7856324830817283,0.7516016634820726
