,0,1,3,4,5,6,7,8
1,0.0,0.0106951871657754,0.85,1.0,0.25,1.0,0.1535181236673774,0.023809523809523808
2,0.029411764705882353,0.018309859154929577,0.9743589743589743,1.0,0.25471698113207547,1.0,0.12941176470588237,0.1232876712328767
3,0.02127659574468085,0.024606299212598427,0.9487179487179487,1.0,0.3793103448275862,1.0,0.09844559585492228,0.0851063829787234
4,0.0,0.022727272727272728,0.9487179487179487,1.0,0.3543307086614173,1.0,0.13037542662116042,0.0761904761904762
5,0.014285714285714285,0.01850709438618137,0.9487179487179487,1.0,0.35766423357664234,1.0,0.12866817155756208,0.08849557522123894
6,0.0,0.018452075858534086,0.9230769230769231,1.0,0.4013605442176871,1.0,0.13227513227513227,0.1206896551724138
7,0.0,0.021377672209026127,0.925,1.0,0.1836734693877551,0.9375,0.1522866572371523,0.0423728813559322
8,0.0,0.022968197879858657,0.95,1.0,0.42857142857142855,1.0,0.1522748375116063,0.10084033613445378
9,0.0,0.022968197879858657,0.9487179487179487,1.0,0.42857142857142855,1.0,0.15273909006499536,0.05
10,0.0,0.022968197879858657,0.9487179487179487,1.0,0.42857142857142855,1.0,0.15181058495821728,0.1652892561983471
11,0.0,0.022958057395143488,0.9487179487179487,1.0,0.42857142857142855,1.0,0.15181058495821728,0.1322314049586777
12,0.0,0.022958057395143488,0.9487179487179487,1.0,0.42857142857142855,1.0,0.15273909006499536,0.12396694214876033
