,0,1,2,3,4,5,6,7,8
1,0.0,0.6928327645051194,0.0,0.0,0.0,0.10869565217391304,0.025,0.5244755244755245,0.6682134570765661
2,0.0,0.6391752577319587,0.0,0.0,0.0,0.08196721311475409,0.00625,0.6642984014209592,0.7740046838407494
3,0.0,0.6762672811059908,0.0,0.0,0.0,0.18382352941176472,0.0375,0.6948130277442702,0.7545909849749582
4,0.0,0.7093124456048738,0.0,0.0,0.0,0.28055555555555556,0.06542056074766354,0.7394495412844037,0.7656140350877193
5,0.0,0.7554309740714786,0.0,0.13043478260869565,0.0,0.3632286995515695,0.06733167082294264,0.7356235997012696,0.7805960684844642
6,0.0,0.7724340175953079,0.0,0.10975609756097561,0.0,0.4143126177024482,0.12266112266112267,0.7715544367526747,0.7676646706586826
7,0.0,0.8028169014084507,0.0,0.10843373493975904,0.0,0.40850277264325324,0.1298932384341637,0.7581227436823105,0.7757437070938215
8,0.0,0.8163983903420523,0.0,0.07738095238095238,0.0,0.4090909090909091,0.21060842433697347,0.7556195965417868,0.781372002230898
9,0.0,0.8138832997987927,0.0,0.08333333333333333,0.0,0.4127272727272727,0.28190743338008417,0.7492795389048992,0.795193883123976
10,0.0,0.8108651911468813,0.0,0.08928571428571429,0.0,0.4218181818181818,0.3337874659400545,0.7510086455331412,0.7783171521035599
11,0.015384615384615385,0.812374245472837,0.0,0.08928571428571429,0.0,0.4218181818181818,0.2975871313672922,0.7510086455331412,0.7878140032068413
12,0.015151515151515152,0.8142929038751887,0.0,0.08928571428571429,0.0,0.43272727272727274,0.308411214953271,0.7544668587896254,0.7933049946865037
13,0.0,0.8147961751383996,0.0,0.08928571428571429,0.0,0.42727272727272725,0.30266666666666664,0.7590778097982709,0.777895293495505
14,0.0,0.8148893360160966,0.0,0.10119047619047619,0.0,0.4254545454545455,0.336,0.760806916426513,0.7787144362486829
